"short_name","preferred_foot","age","height_cm","pace","shooting","passing","dribbling","defending","weight_kg","wage_eur","team_jersey_number","league_name"
"G. Kyriakopoulos","Left",24,181.5458646806253,68,48,59,64,66,75.8849444479443,11000,77,"Italian Serie A"
"I. Pandur","Right",20,187.2707534639164,,,,,,77.62748808016657,6000,25,"Italian Serie A"
"N. Körber","Right",23,185.7869003622348,,,,,,83.87898636275388,12000,12,"German 1. Bundesliga"
"F. Honorat","Right",23,179.81704646040257,73,68,63,72,43,70.23449618190965,8000,9,"French Ligue 1"
"G. Moncini","Right",24,182.74961338321893,74,68,54,66,37,74.91283201161106,8000,32,"Italian Serie A"
"M. Thorsby","Right",24,189.05168495860357,62,59,65,65,69,78.66486880864392,8000,18,"Italian Serie A"
"Kike Barja","Right",23,177.89400729714922,73,65,64,68,34,68.84942830708584,12000,11,"Spain Primera Division"
"M. Laínez","Left",24,170.84364919844836,77,63,64,71,55,66.48584830152285,9000,20,"Mexican Liga MX"
"S. Sarr","Left",24,196.22958947037088,61,61,62,60,65,74.59775142354364,8000,6,"French Ligue 1"
"K. Endo","Right",22,175.31343429721386,79,54,64,69,47,66.45180871830028,12000,18,"German 1. Bundesliga"
"M. Munetsi","Right",24,187.83217721740408,64,46,62,62,68,82.92272779838751,9000,15,"French Ligue 1"
"J. Chabot","Left",22,195.10586114328152,37,27,43,49,69,84.86349519068638,7000,5,"Italian Serie A"
"Klauss","Right",23,190.2805957802392,64,67,61,66,29,88.94662605624306,14000,33,"German 1. Bundesliga"
"C. Oliva","Right",24,178.44605461121645,61,59,68,68,69,74.6100391877361,13000,21,"Italian Serie A"
"A. Ismajli","Right",23,185.10938172885497,73,28,47,58,71,76.185650847702,14000,23,"Italian Serie A"
"Brandon Thomas","Right",25,172.56853784716267,77,71,60,73,32,70.94712648377,14000,18,"Spain Primera Division"
"Nano Mesa","Right",25,177.9627059798486,79,67,60,73,30,76.89097277823714,14000,31,"Spain Primera Division"
"L. Boyé","Right",24,183.4650654669015,74,64,60,77,45,79.90377568652517,9000,18,"Spain Primera Division"
"J. Mees","Right",24,179.5460752973314,68,68,63,72,21,76.13269410162738,13000,8,"German 1. Bundesliga"
"P. Erras","Right",25,195.64425057865154,35,42,61,47,68,86.89456902448659,11000,29,"German 1. Bundesliga"
"Guridi","Left",25,178.50222733686357,65,61,63,69,60,64.4660878864856,12000,14,"Spain Primera Division"
"M. Dräger","Right",24,177.50911557189363,80,60,60,69,65,74.10938243987933,9000,20,"German 1. Bundesliga"
"M. Ingvartsen","Left",24,185.87422666027857,60,73,60,66,33,83.57304976205012,13000,32,"German 1. Bundesliga"
"S. Khaoui","Left",25,181.67835180500404,67,64,70,72,38,67.72869777938645,16000,24,"French Ligue 1"
"F. Bredlow","Left",25,189.855071938492,,,,,,90.02796956897942,8000,33,"German 1. Bundesliga"
"J. Laporte","Right",26,184.53017372807258,56,27,43,49,68,82.42267113022552,13000,15,"French Ligue 1"
"M. Caillard","Right",26,190.77104767362164,,,,,,86.87269103072995,7000,30,"French Ligue 1"
"Jorge Pombo","Right",26,177.12541243157608,69,70,68,71,57,75.72068819731942,14000,11,"Spain Primera Division"
"A. Reca","Left",25,186.79537258482338,78,57,63,69,62,81.20873079009075,21000,44,"Italian Serie A"
"Martínez","Left",27,187.58216427824323,51,36,51,53,69,79.5696105592478,11000,5,"Spain Primera Division"
"R. Ibarra","Right",25,174.27722331980715,86,62,66,68,36,77.18451243270417,8000,30,"Mexican Liga MX"
"M. Ricci","Right",26,175.71985010129723,72,59,67,69,54,67.8554061416353,18000,8,"Italian Serie A"
"V. Alvarado","Right",27,180.85172536630375,63,41,58,50,70,77.19394489440144,7000,21,"Mexican Liga MX"
"R. Insigne","Left",26,171.6556511877357,82,63,71,73,27,64.72336479244537,9000,19,"Italian Serie A"
"N. Freire","Left",26,186.16138061492276,48,29,41,47,70,80.39563291762562,6000,23,"Mexican Liga MX"
"A. Zaldívar","Left",26,178.24648999562828,78,67,61,72,43,74.52519433020423,22000,13,"Mexican Liga MX"
"S. Fortes","Right",28,191.77681374536732,34,41,54,43,69,85.10657749879266,17000,15,"French Ligue 1"
"G. Paquiez","Right",26,182.32505953993427,69,45,61,62,66,71.56030908555839,10000,15,"French Ligue 1"
"R. Bajić","Left",26,189.02785663092527,60,69,54,65,24,80.46298903172965,9000,9,"Italian Serie A"
"E. Castillo","Right",25,175.30157777507682,77,65,59,72,33,79.9298460882714,6000,13,"Mexican Liga MX"
"C. Wickham","Right",27,191.08168425776105,48,71,61,65,30,89.88819761272259,25000,21,"English Premier League"
"Roderick Miranda","Right",29,191.8554207894286,41,44,52,51,69,88.7521573868895,30000,22,"English Premier League"
"A. Escoboza","Left",27,171.24981303769536,74,65,70,72,61,70.415235171652,16000,8,"Mexican Liga MX"
"L. Antei","Right",28,187.85882986261828,47,27,41,47,71,76.93373535508275,8000,23,"Italian Serie A"
"L. Quintana","Right",28,180.33895193136522,49,42,53,63,69,75.30161433898694,6000,4,"Mexican Liga MX"
"R. Improta","Right",26,178.68642296841873,81,59,62,73,22,72.92590147980151,9000,16,"Italian Serie A"
"S. Barreiro","Right",26,188.58764711991284,67,34,43,52,71,78.4332594376133,10000,21,"Mexican Liga MX"
"Marcos Mauro","Right",29,189.66135404344118,61,42,53,57,69,83.7165460515744,13000,4,"Spain Primera Division"
"T. Touré","Right",26,175.3737947650097,75,64,67,71,43,72.248507421116,11000,32,"French Ligue 1"
"F. Álvarez","Right",27,184.1143794047692,73,65,67,72,31,74.07776721622444,7000,10,"Mexican Liga MX"
"G. Robail","Right",26,182.1046825146241,71,64,71,71,46,73.46179592568058,17000,9,"French Ligue 1"
"A. Rosati","Right",37,195.456441354089,,,,,,88.10739452839904,9000,25,"Italian Serie A"
"I. Vázquez","Right",37,178.05191169815453,,,,,,79.59511137680434,3000,31,"Mexican Liga MX"
"E. Velarde","Left",34,174.10738027767752,67,58,66,63,67,70.42515616861641,6000,2,"Mexican Liga MX"
"L. Peltier","Right",33,177.35469492403942,58,38,59,61,72,73.14164871831836,30000,22,"English Premier League"
"N. Spolli","Right",37,192.97462785572742,38,39,34,42,71,90.15831416345652,4000,2,"Italian Serie A"
"M. Scozzarella","Right",32,174.74528109272913,78,61,72,72,55,66.0154015191239,14000,5,"Italian Serie A"
"S. Ujkani","Right",31,188.45095222591277,,,,,,86.97096360105554,14000,18,"Italian Serie A"
"L. Vitale","Left",32,180.1763426245962,77,61,69,68,62,70.5070103204323,12000,87,"Italian Serie A"
"William","Left",33,175.28249173087272,71,70,65,74,63,72.44529226068111,10000,8,"Mexican Liga MX"
"A. Blanco","Left",32,182.2856753992634,,,,,,87.58809413682664,8000,23,"Mexican Liga MX"
"D. Petrić","Right",32,186.92254611268578,,,,,,80.2686171226133,9000,30,"French Ligue 1"
"H. Lansbury","Right",29,182.83726394117062,53,68,70,69,59,84.85633919093328,25000,8,"English Premier League"
"M. Ponce","Left",31,176.2796535245011,68,54,62,65,64,83.33753100539334,19000,16,"Mexican Liga MX"
"K. Laribi","Right",29,175.02104265457493,81,68,70,75,47,67.06184659752472,13000,44,"Italian Serie A"
"Alberto Perea","Right",29,177.03180176139367,74,66,64,72,31,73.75291350824403,14000,10,"Spain Primera Division"
"R. Millar","Right",38,182.9400547408692,46,67,73,71,63,75.96453407730259,5000,20,"Mexican Liga MX"
"M. Bourabia","Right",28,182.52371573465444,59,61,69,71,63,72.6048067110481,15000,68,"Italian Serie A"
"J. Madueña","Right",30,177.34731838302005,78,47,68,74,62,77.85870130077637,19000,27,"Mexican Liga MX"
"H. Mier","Right",30,182.24204245153712,59,43,57,58,69,73.77755768651663,19000,21,"Mexican Liga MX"
"A. Gogia","Right",28,178.46901309625758,71,67,65,75,28,72.81657551884646,15000,7,"German 1. Bundesliga"
"Nicolas","Right",32,190.35410719538908,,,,,,85.03456032437205,6000,88,"Italian Serie A"
"Juan Cruz","Left",27,180.14101624042038,73,40,58,61,65,79.33231758783862,13000,3,"Spain Primera Division"
"B. Behrendt","Right",28,187.288125243405,62,53,56,44,69,85.05292064759928,11000,3,"German 1. Bundesliga"
"F. Malbašić","Right",27,182.3078112055122,84,69,65,71,35,78.71717482285823,14000,24,"Spain Primera Division"
"C. Cisneros","Right",26,174.96562702134426,72,66,64,70,45,73.40488870770326,10000,24,"Mexican Liga MX"
"J. Marié","Right",28,176.9534745088371,51,55,66,71,65,73.02618599916656,8000,14,"French Ligue 1"
"J. Delgado","Right",27,176.02369182775524,76,63,62,71,41,70.91607480223941,7000,15,"Mexican Liga MX"
"W. Mendieta","Right",31,178.60703122241347,65,69,69,70,31,77.30528935778929,7000,10,"Mexican Liga MX"
"M. Perez","Right",29,179.69053684432308,70,52,65,67,64,73.42820633365572,17000,6,"French Ligue 1"
"R. Noya","Right",30,194.35769415217575,39,35,43,45,68,85.70670557156977,7000,14,"Mexican Liga MX"
"H. Al Ghaddioui","Right",29,193.10556250274593,54,71,50,61,29,90.42139759848293,13000,18,"German 1. Bundesliga"
"F. Bradarić","Right",28,184.84367324742985,57,53,69,66,68,76.89157531789596,15000,16,"Italian Serie A"
"G. Velázquez","Right",29,182.91873041957533,80,31,43,49,70,80.06251402155478,6000,25,"Mexican Liga MX"
"F. Wirtz","Right",17,175.19927028203185,74,64,64,75,44,68.27184938200743,3000,27,"German 1. Bundesliga"
"G. Reyna","Right",17,185.13232670326505,77,59,64,76,29,79.42929083554544,2000,32,"German 1. Bundesliga"
"Sergio Gómez","Left",19,171.3615917640696,70,63,69,74,42,68.1839161656726,5000,10,"Spain Primera Division"
"J. Zirkzee","Right",19,192.53612810128095,71,64,49,69,18,83.82858013464842,15000,14,"German 1. Bundesliga"
"R. Bellanova","Right",20,187.5749919778043,72,31,53,61,65,82.46160593302547,12000,22,"Italian Serie A"
"C. Summerville","Right",18,174.08516100165494,91,59,58,72,23,63.68348935857611,14000,38,"English Premier League"
"Tiago Djaló","Right",20,190.190276508921,66,41,57,60,67,82.27750555857719,8000,3,"French Ligue 1"
"M. Svanberg","Right",21,184.82641615168419,77,65,69,73,52,77.06829285895485,9000,32,"Italian Serie A"
"J. Lotomba","Right",21,177.10524491598076,78,47,62,69,62,70.93731574922477,8000,23,"French Ligue 1"
"T. Weah","Right",20,182.60389410685832,84,68,59,70,30,66.19338974585644,11000,22,"French Ligue 1"
"J. Vásquez","Left",21,185.27679531917497,65,32,56,56,70,72.365912874669,4000,5,"Mexican Liga MX"
"A. Kutucu","Right",20,180.5744618216988,73,69,55,69,41,76.4033070996463,9000,15,"German 1. Bundesliga"
"A. Pinamonti","Right",21,185.01189881154912,62,70,45,67,22,71.94829000112075,24000,99,"Italian Serie A"
"N. Cozza","Left",21,178.19496110087573,74,36,61,63,69,71.78391176998737,8000,31,"French Ligue 1"
"C. Doucouré","Right",20,180.39213694499247,70,42,63,67,65,73.13142622141476,10000,28,"French Ligue 1"
"L. Balerdi","Right",21,186.58124879796136,72,30,52,59,68,76.03796270343838,9000,5,"French Ligue 1"
"S. Walukiewicz","Right",20,188.42719965435379,56,38,47,52,68,85.30119748876392,8000,40,"Italian Serie A"
"Javi Hernández","Left",22,181.9513988885033,67,47,62,66,69,74.40749184357374,34000,33,"Spain Primera Division"
"Hugo Vallejo","Right",20,180.64973148589164,64,65,65,71,36,77.1211470742832,32000,31,"Spain Primera Division"
"Iker Losada","Right",18,174.69500929523895,71,72,53,71,34,70.33919185038086,4000,36,"Spain Primera Division"
"C. Carter-Vickers","Right",22,183.08587163070248,63,23,53,51,68,92.28658110390035,22000,38,"English Premier League"
"D. Kutesa","Right",22,176.00839589466497,88,58,59,72,38,67.24989747465992,9000,8,"French Ligue 1"
"R. Majecki","Right",20,193.47060856486257,,,,,,77.6882076820744,8000,1,"French Ligue 1"
"Álvaro","Left",22,185.6818802239586,,,,,,75.32893035308572,6000,1,"Spain Primera Division"
"L. Grill","Right",21,191.15990809459745,,,,,,87.44832617701971,10000,21,"German 1. Bundesliga"
"Jeong Woo Yeong","Right",20,179.34974223544603,77,54,59,75,35,68.69382788,7000,29,"German 1. Bundesliga"
"Hugo Duro","Left",20,180.07171052429098,73,68,43,70,29,75.5720362298699,36000,32,"Spain Primera Division"
"G. Biancone","Right",20,186.72185811068738,72,47,59,67,61,79.44802294300997,11000,41,"French Ligue 1"
"Marvin","Right",20,177.72704099882174,83,61,60,70,19,62.7190349030938,36000,28,"Spain Primera Division"
"F. Venegas","Left",21,178.45724474964672,65,54,64,63,67,69.99542769221337,11000,15,"Mexican Liga MX"
"S. Alzate","Right",21,179.89100372034807,71,57,66,74,53,75.19193216223893,15000,17,"English Premier League"
"L. Itter","Left",21,183.0320023731538,68,44,63,68,66,76.19896966777111,6000,24,"German 1. Bundesliga"
"E. Zaldívar","Right",23,174.689464216292,71,58,65,69,65,71.94938682829586,5000,6,"Mexican Liga MX"
"S. Kiyine","Right",22,181.58222786641178,72,57,65,76,64,75.4133369400363,17000,51,"Italian Serie A"
"Nolaskoain","Right",21,185.50157952156482,59,58,64,67,69,80.29844226213972,7000,29,"Spain Primera Division"
"C. Rocchia","Left",22,171.9381329697356,77,43,57,62,63,64.30526571833337,11000,20,"French Ligue 1"
"Gonzalo Villar","Right",22,180.51437052973967,68,56,69,71,53,73.59258409747055,15000,14,"Italian Serie A"
"A. Pelmard","Right",20,180.3376228986404,71,33,56,65,68,69.36422695074084,8000,24,"French Ligue 1"
"Antoñín","Right",20,181.66236867139278,75,69,56,71,23,70.62628779791905,8000,7,"Spain Primera Division"
"F. Passlack","Right",22,169.52467323075032,73,59,66,72,63,73.82894139838943,16000,30,"German 1. Bundesliga"
"D. O'Shea","Right",21,188.04605076912537,65,33,53,54,69,73.77405817519453,18000,27,"English Premier League"
"L. Fomba","Right",22,188.47465767915511,65,47,60,69,67,68.022643235687,7000,12,"French Ligue 1"
"Josep Martínez","Right",22,190.56921284552487,,,,,,78.1212832980968,11000,33,"German 1. Bundesliga"
"Ibañez","Right",21,185.8244490463782,58,32,43,46,70,73.7057148184006,12000,3,"Italian Serie A"
"L. Gueye","Right",22,178.10725748391204,77,69,63,68,24,74.2920876020118,7000,13,"French Ligue 1"
"E. Capradossi","Left",24,184.5779054473438,64,21,33,39,71,77.87544902840976,12000,13,"Italian Serie A"
"P. Dziczek","Right",22,180.25429078329395,63,47,60,65,63,74.58208700457119,15000,52,"Italian Serie A"
"C. Teuchert","Right",23,181.76284940136412,76,66,55,73,29,79.84536386193999,11000,36,"German 1. Bundesliga"
"K. Davis","Left",22,191.0029441844147,66,65,53,66,42,75.31701469866445,19000,39,"English Premier League"
"Caio Henrique","Left",22,179.15576028368534,72,54,71,67,63,70.17354665444454,14000,12,"French Ligue 1"
"S. Diarra","Left",21,173.39059602110586,87,56,62,71,42,57.719861205600644,8000,7,"French Ligue 1"
"G. Crociata","Right",22,173.80446345651575,73,56,66,72,32,66.6753467737476,5000,14,"Italian Serie A"
"F. Cassata","Right",22,182.71277765529976,62,48,68,71,54,76.21447893066764,6000,29,"Italian Serie A"
"R. Marchizza","Left",22,186.10188020510415,62,29,54,62,68,80.39168724823922,12000,17,"Italian Serie A"
"Matheus Fernandes","Right",22,183.2757490541663,67,58,63,72,66,71.11616060111238,37000,34,"Spain Primera Division"
"A. Sissoko","Right",23,178.04194388612672,77,33,56,59,65,67.95271091391022,9000,37,"French Ligue 1"
"T. Ambrose","Right",23,177.78291507866638,80,65,59,70,29,76.36931573087833,7000,9,"French Ligue 1"
"B. Radunović","Right",24,194.37823038837377,,,,,,84.95324078685238,11000,45,"Italian Serie A"
"Q. Boisgard","Right",23,174.33389690596627,63,62,69,70,45,74.74144776011605,10000,11,"French Ligue 1"
"I. Šaponjić","Right",22,189.66433462623604,71,67,45,63,31,85.7032900023415,17000,17,"Spain Primera Division"
"S. Jurado","Right",22,188.05432195400317,,,,,,83.38147548972285,13000,33,"Mexican Liga MX"
"C. Kipré","Right",23,192.7090046823742,68,32,45,43,67,90.33701491469357,22000,24,"English Premier League"
"S. Doumbia","Left",23,174.6261478380993,87,40,59,67,60,64.45128011961565,7000,3,"French Ligue 1"
"A. Mora","Left",22,190.06698945300457,67,29,45,41,69,80.98983944942131,7000,4,"Mexican Liga MX"
"Iván Villar","Right",22,188.88677293773046,,,,,,79.02330763431907,5000,1,"Spain Primera Division"
"J. Sambia","Right",23,185.05000381647835,75,68,71,71,63,73.04814416422113,11000,6,"French Ligue 1"
"I. Jeraldino","Right",24,182.1460914192578,67,67,47,65,27,82.17415589356186,5000,9,"Mexican Liga MX"
"M. Koné","Right",23,176.71315243811551,90,63,51,69,31,68.4362898421035,9000,28,"French Ligue 1"
"K. Edwards","Right",22,171.63047670958463,79,55,63,75,37,63.5048835562974,24000,21,"English Premier League"
"G. Vicario","Right",23,188.207624441074,,,,,,75.85795854766478,7000,31,"Italian Serie A"
"M. Ristić","Left",24,183.4798362349742,70,57,61,66,62,72.72726197323959,9000,7,"French Ligue 1"
"N. Phillips","Right",23,190.3526884441725,51,29,49,44,69,84.12688854342498,22000,47,"English Premier League"
"Aguado","Right",24,174.57902448532832,65,63,68,69,53,70.46875408862462,7000,38,"Spain Primera Division"
"J. Ortíz","Right",21,181.20546297386312,72,37,46,51,67,80.44389721622137,4000,16,"Mexican Liga MX"
"F. El Melali","Right",23,168.23765217975028,70,61,63,77,30,64.77906454076056,8000,28,"French Ligue 1"
"P. Dawidowicz","Right",25,188.900670363197,59,46,61,61,68,80.29087888243801,9000,27,"Italian Serie A"
"G. Sandoval","Right",24,169.79386721918112,74,61,66,70,54,65.38893120124219,9000,24,"Mexican Liga MX"
"V. Parigini","Right",24,180.04060651492816,72,66,55,73,25,70.4227928546204,7000,70,"Italian Serie A"
"W. Kaptoum","Right",23,173.69094566568847,60,61,66,71,60,71.89551517070119,8000,27,"Spain Primera Division"
"V. Milinković-Savić","Right",23,202.20236383678204,,,,,,91.82979232207305,9000,32,"Italian Serie A"
"Z. Machach","Right",24,184.02615861644426,71,63,70,70,43,76.92043539578822,18000,48,"Italian Serie A"
"M. Pedersen","Left",23,177.93432384833497,85,46,62,70,60,73.63157738984127,8000,3,"German 1. Bundesliga"
"L. Coulibaly","Right",24,182.8119543797162,74,54,61,68,65,76.86216189841369,7000,9,"French Ligue 1"
"F. Wadja","Right",25,185.11134500052782,69,40,61,59,66,83.4305347418419,10000,24,"French Ligue 1"
"M. Estrada","Right",24,184.03102957703078,71,64,50,66,23,78.41195505890184,8000,13,"Mexican Liga MX"
"C. Bayala","Right",24,180.7268555558247,82,63,62,68,37,68.02624015035884,13000,31,"French Ligue 1"
"L. Palmiero","Right",24,177.14345265557785,63,64,70,69,61,73.73623169887153,18000,43,"Italian Serie A"
"A. Iniestra","Left",24,176.3620916923732,51,53,66,65,66,78.8268980623184,5000,8,"Mexican Liga MX"
"S. Gassama","Left",25,190.4520387037866,63,69,47,62,32,87.50117380933787,8000,34,"Spain Primera Division"
"M. Vulic","Right",23,182.800764530451,64,62,69,67,56,75.97931602132729,5000,77,"Italian Serie A"
"N. Lomb","Right",26,186.28422415188174,,,,,,83.05620994981474,15000,36,"German 1. Bundesliga"
"R. Chávez","Right",25,172.51944604625788,73,35,60,67,64,69.10088611547376,5000,22,"Mexican Liga MX"
"A. Radovanović","Left",26,189.2185875376978,42,29,47,46,68,82.94046489842856,14000,26,"French Ligue 1"
"A. Mendoza","Left",26,173.24530940967804,70,59,67,66,62,76.62028858846595,5000,2,"Mexican Liga MX"
"J. Laursen","Left",25,181.35291129088654,75,47,61,67,63,76.42082443049023,8000,5,"German 1. Bundesliga"
"C. Dell'Orco","Left",26,182.72751105384202,60,47,59,67,70,74.53826783239231,14000,5,"Italian Serie A"
"B. Garnica","Right",24,167.44402775278664,74,64,64,71,33,55.780826061739255,9000,7,"Mexican Liga MX"
"E. Tercero","Right",24,182.35509376817353,74,36,53,63,69,69.36206224639871,13000,36,"Mexican Liga MX"
